,index_x,kmsqId,Operation,VMS_pointCount_PredictedOp,VMSOpTime(min)_PredictedOp,geom,index_y,VMS_pointCount_ObservedOp,VMSOpTime(min)_ObservedOp
26,25.0,30678,TC,9.0,75.70160594439119,"POLYGON ((1.1883397235665538 41.03132393942732, 1.2472539471437731 41.03656037353672, 1.2535545206156047 40.99168028432859, 1.1946816950997348 40.986448210186246, 1.1883397235665538 41.03132393942732))",24.0,9.0,75.70160594439119
27,26.0,30679,F,17.0,142.99192233940556,"POLYGON ((1.1946816950997348 40.986448210186246, 1.2535545206156047 40.99168028432859, 1.259842755549107 40.946797559679815, 1.2010112492738338 40.94156983669463, 1.1946816950997348 40.986448210186246))",25.0,9.0,75.70160594439119
28,27.0,30679,TC,9.0,75.70160594439119,"POLYGON ((1.1946816950997348 40.986448210186246, 1.2535545206156047 40.99168028432859, 1.259842755549107 40.946797559679815, 1.2010112492738338 40.94156983669463, 1.1946816950997348 40.986448210186246))",26.0,17.0,142.99192233940556
29,28.0,30680,TC,2.0,16.822579098753597,"POLYGON ((1.2010112492738338 40.94156983669463, 1.259842755549107 40.946797559679815, 1.2661186847212447 40.90191219420997, 1.2073284190656643 40.896688813595745, 1.2010112492738338 40.94156983669463))",27.0,2.0,16.822579098753597
30,29.0,30683,TC,2.0,16.822579098753597,"POLYGON ((1.2199257368016836 40.806918797106256, 1.278633756284636 40.81213351924309, 1.284872963626814 40.767240198942964, 1.2262059500930365 40.76202979295951, 1.2199257368016836 40.806918797106256))",28.0,2.0,16.822579098753597
31,30.0,30684,F,22.0,185.04837008628957,"POLYGON ((1.2262059500930365 40.76202979295951, 1.284872963626814 40.767240198942964, 1.2910999951105548 40.72234421621564, 1.232473909697528 40.717138117693096, 1.2262059500930365 40.76202979295951))",29.0,9.0,75.70160594439119
32,31.0,30684,TC,3.0,25.233868648130397,"POLYGON ((1.2262059500930365 40.76202979295951, 1.284872963626814 40.767240198942964, 1.2910999951105548 40.72234421621564, 1.232473909697528 40.717138117693096, 1.2262059500930365 40.76202979295951))",30.0,16.0,134.58063279002877
33,32.0,30685,F,9.0,75.70160594439119,"POLYGON ((1.232473909697528 40.717138117693096, 1.2910999951105548 40.72234421621564, 1.2973148829130594 40.67744556563861, 1.2387296479887548 40.67224376590773, 1.232473909697528 40.717138117693096))",0.0,0.0,0.0
34,33.0,30685,TC,1.0,8.411289549376798,"POLYGON ((1.232473909697528 40.717138117693096, 1.2910999951105548 40.72234421621564, 1.2973148829130594 40.67744556563861, 1.2387296479887548 40.67224376590773, 1.232473909697528 40.717138117693096))",31.0,10.0,84.11289549376798
35,34.0,30890,F,2.0,16.822579098753597,"POLYGON ((1.2346156528688264 41.12631266711028, 1.2936216439217372 41.13152281437349, 1.299905410621821 41.08664363054648, 1.2409410022350682 41.08143783267612, 1.2346156528688264 41.12631266711028))",0.0,0.0,0.0
36,35.0,30890,TC,2.0,16.822579098753597,"POLYGON ((1.2346156528688264 41.12631266711028, 1.2936216439217372 41.13152281437349, 1.299905410621821 41.08664363054648, 1.2409410022350682 41.08143783267612, 1.2346156528688264 41.12631266711028))",32.0,4.0,33.64515819750719
37,36.0,30891,F,19.0,159.81450143815917,"POLYGON ((1.2409410022350682 41.08143783267612, 1.299905410621821 41.08664363054648, 1.30617685218251 41.04176183081679, 1.2472539471437731 41.03656037353672, 1.2409410022350682 41.08143783267612))",33.0,10.0,84.11289549376798
38,37.0,30891,TC,3.0,25.233868648130397,"POLYGON ((1.2409410022350682 41.08143783267612, 1.299905410621821 41.08664363054648, 1.30617685218251 41.04176183081679, 1.2472539471437731 41.03656037353672, 1.2409410022350682 41.08143783267612))",34.0,12.0,100.93547459252159
39,38.0,30892,TC,2.0,16.822579098753597,"POLYGON ((1.2472539471437731 41.03656037353672, 1.30617685218251 41.04176183081679, 1.3124360014227807 40.99687740979728, 1.2535545206156047 40.99168028432859, 1.2472539471437731 41.03656037353672))",35.0,2.0,16.822579098753597
40,39.0,30893,TC,1.0,8.411289549376798,"POLYGON ((1.2535545206156047 40.99168028432859, 1.3124360014227807 40.99687740979728, 1.3186828910401822 40.95199036209239, 1.259842755549107 40.946797559679815, 1.2535545206156047 40.99168028432859))",36.0,1.0,8.411289549376798
41,40.0,30894,TC,2.0,16.822579098753597,"POLYGON ((1.259842755549107 40.946797559679815, 1.3186828910401822 40.95199036209239, 1.324917553611382 40.90710068229819, 1.2661186847212447 40.90191219420997, 1.259842755549107 40.946797559679815))",37.0,2.0,16.822579098753597
42,41.0,30895,TC,4.0,33.64515819750719,"POLYGON ((1.2661186847212447 40.90191219420997, 1.324917553611382 40.90710068229819, 1.331140021592726 40.86220836500236, 1.2723823407879418 40.85702418253017, 1.2661186847212447 40.90191219420997))",38.0,4.0,33.64515819750719
43,42.0,30896,TC,5.0,42.05644774688399,"POLYGON ((1.2723823407879418 40.85702418253017, 1.331140021592726 40.86220836500236, 1.3373503273207528 40.817313404784215, 1.278633756284636 40.81213351924309, 1.2723823407879418 40.85702418253017))",39.0,5.0,42.05644774688399
44,43.0,30897,TC,5.0,42.05644774688399,"POLYGON ((1.278633756284636 40.81213351924309, 1.3373503273207528 40.817313404784215, 1.3435485030127572 40.77241579621476, 1.284872963626814 40.767240198942964, 1.278633756284636 40.81213351924309))",40.0,5.0,42.05644774688399
45,44.0,30898,TC,7.0,58.87902684563759,"POLYGON ((1.284872963626814 40.767240198942964, 1.3435485030127572 40.77241579621476, 1.3497345807673093 40.727515533856625, 1.2910999951105548 40.72234421621564, 1.284872963626814 40.767240198942964))",41.0,7.0,58.87902684563759
46,45.0,30899,F,20.0,168.22579098753596,"POLYGON ((1.2910999951105548 40.72234421621564, 1.3497345807673093 40.727515533856625, 1.3559085925647973 40.68261261226422, 1.2973148829130594 40.67744556563861, 1.2910999951105548 40.72234421621564))",42.0,18.0,151.40321188878238
47,46.0,30899,TC,6.0,50.46773729626079,"POLYGON ((1.2910999951105548 40.72234421621564, 1.3497345807673093 40.727515533856625, 1.3559085925647973 40.68261261226422, 1.2973148829130594 40.67744556563861, 1.2910999951105548 40.72234421621564))",43.0,8.0,67.29031639501439
48,47.0,31104,TC,1.0,8.411289549376798,"POLYGON ((1.2936216439217372 41.13152281437349, 1.3526363136358397 41.13669792006465, 1.358878471470293 41.09181441513624, 1.299905410621821 41.08664363054648, 1.2936216439217372 41.13152281437349))",44.0,1.0,8.411289549376798
49,48.0,31105,F,5.0,42.05644774688399,"POLYGON ((1.299905410621821 41.08664363054648, 1.358878471470293 41.09181441513624, 1.3651083835785223 41.04692830305275, 1.30617685218251 41.04176183081679, 1.299905410621821 41.08664363054648))",45.0,1.0,8.411289549376798
50,49.0,31105,TC,5.0,42.05644774688399,"POLYGON ((1.299905410621821 41.08664363054648, 1.358878471470293 41.09181441513624, 1.3651083835785223 41.04692830305275, 1.30617685218251 41.04176183081679, 1.299905410621821 41.08664363054648))",46.0,9.0,75.70160594439119
51,50.0,31106,TC,4.0,33.64515819750719,"POLYGON ((1.30617685218251 41.04176183081679, 1.3651083835785223 41.04692830305275, 1.3713260825773714 41.002039578403476, 1.3124360014227807 40.99687740979728, 1.30617685218251 41.04176183081679))",47.0,4.0,33.64515819750719
52,51.0,31107,F,13.0,109.34676414189838,"POLYGON ((1.3124360014227807 40.99687740979728, 1.3713260825773714 41.002039578403476, 1.377531600962967 40.957148235769424, 1.3186828910401822 40.95199036209239, 1.3124360014227807 40.99687740979728))",48.0,6.0,50.46773729626079
53,0.0,31107,TC,0.0,0.0,"POLYGON ((1.3124360014227807 40.99687740979728, 1.3713260825773714 41.002039578403476, 1.377531600962967 40.957148235769424, 1.3186828910401822 40.95199036209239, 1.3124360014227807 40.99687740979728))",49.0,7.0,58.87902684563759
54,52.0,31113,F,7.0,58.87902684563759,"POLYGON ((1.3497345807673093 40.727515533856625, 1.4083776126746144 40.73265206258108, 1.4145107231073624 40.687744897774934, 1.3559085925647973 40.68261261226422, 1.3497345807673093 40.727515533856625))",0.0,0.0,0.0
55,53.0,31113,TC,1.0,8.411289549376798,"POLYGON ((1.3497345807673093 40.727515533856625, 1.4083776126746144 40.73265206258108, 1.4145107231073624 40.687744897774934, 1.3559085925647973 40.68261261226422, 1.3497345807673093 40.727515533856625))",50.0,8.0,67.29031639501439
56,54.0,31318,F,7.0,58.87902684563759,"POLYGON ((1.3526363136358397 41.13669792006465, 1.4116596065091922 41.14183797596835, 1.4178601294403372 41.09695017825601, 1.358878471470293 41.09181441513624, 1.3526363136358397 41.13669792006465))",51.0,4.0,33.64515819750719
57,55.0,31318,TC,3.0,25.233868648130397,"POLYGON ((1.3526363136358397 41.13669792006465, 1.4116596065091922 41.14183797596835, 1.4178601294403372 41.09695017825601, 1.358878471470293 41.09181441513624, 1.3526363136358397 41.13669792006465))",52.0,6.0,50.46773729626079
58,56.0,31319,TC,6.0,50.46773729626079,"POLYGON ((1.358878471470293 41.09181441513624, 1.4178601294403372 41.09695017825601, 1.424048486152901 41.052059782081095, 1.3651083835785223 41.04692830305275, 1.358878471470293 41.09181441513624))",53.0,6.0,50.46773729626079
59,57.0,31320,F,2.0,16.822579098753597,"POLYGON ((1.3651083835785223 41.04692830305275, 1.424048486152901 41.052059782081095, 1.4302247090611626 41.00716678200954, 1.3713260825773714 41.002039578403476, 1.3651083835785223 41.04692830305275))",0.0,0.0,0.0
60,58.0,31320,TC,7.0,58.87902684563759,"POLYGON ((1.3651083835785223 41.04692830305275, 1.424048486152901 41.052059782081095, 1.4302247090611626 41.00716678200954, 1.3713260825773714 41.002039578403476, 1.3651083835785223 41.04692830305275))",54.0,9.0,75.70160594439119
61,59.0,31321,F,1.0,8.411289549376798,"POLYGON ((1.3713260825773714 41.002039578403476, 1.4302247090611626 41.00716678200954, 1.4363888304593868 40.96227117259898, 1.377531600962967 40.957148235769424, 1.3713260825773714 41.002039578403476))",0.0,0.0,0.0
62,60.0,31321,TC,1.0,8.411289549376798,"POLYGON ((1.3713260825773714 41.002039578403476, 1.4302247090611626 41.00716678200954, 1.4363888304593868 40.96227117259898, 1.377531600962967 40.957148235769424, 1.3713260825773714 41.002039578403476))",55.0,2.0,16.822579098753597
63,61.0,31532,F,2.0,16.822579098753597,"POLYGON ((1.4116596065091922 41.14183797596835, 1.470691466964957 41.14694297392082, 1.476850329117256 41.10205091176787, 1.4178601294403372 41.09695017825601, 1.4116596065091922 41.14183797596835))",56.0,1.0,8.411289549376798
64,62.0,31532,TC,3.0,25.233868648130397,"POLYGON ((1.4116596065091922 41.14183797596835, 1.470691466964957 41.14694297392082, 1.476850329117256 41.10205091176787, 1.4178601294403372 41.09695017825601, 1.4116596065091922 41.14183797596835))",57.0,4.0,33.64515819750719
65,63.0,31533,TC,3.0,25.233868648130397,"POLYGON ((1.4178601294403372 41.09695017825601, 1.476850329117256 41.10205091176787, 1.4829971046525319 41.057156259789714, 1.424048486152901 41.052059782081095, 1.4178601294403372 41.09695017825601))",58.0,3.0,25.233868648130397
66,64.0,31534,TC,5.0,42.05644774688399,"POLYGON ((1.424048486152901 41.052059782081095, 1.4829971046525319 41.057156259789714, 1.489131825782057 41.01225901252899, 1.4302247090611626 41.00716678200954, 1.424048486152901 41.052059782081095))",59.0,5.0,42.05644774688399
67,65.0,31745,F,3.0,25.233868648130397,"POLYGON ((1.4645204858645264 41.191832451697785, 1.5236026246424086 41.19690662826398, 1.5297318393518653 41.152012905810096, 1.470691466964957 41.14694297392082, 1.4645204858645264 41.191832451697785))",60.0,1.0,8.411289549376798
68,0.0,31745,TC,0.0,0.0,"POLYGON ((1.4645204858645264 41.191832451697785, 1.5236026246424086 41.19690662826398, 1.5297318393518653 41.152012905810096, 1.470691466964957 41.14694297392082, 1.4645204858645264 41.191832451697785))",61.0,2.0,16.822579098753597
69,66.0,31746,F,4.0,33.64515819750719,"POLYGON ((1.470691466964957 41.14694297392082, 1.5297318393518653 41.152012905810096, 1.5358490150122432 41.10711660758555, 1.476850329117256 41.10205091176787, 1.470691466964957 41.14694297392082))",0.0,0.0,0.0
70,67.0,31746,TC,7.0,58.87902684563759,"POLYGON ((1.470691466964957 41.14694297392082, 1.5297318393518653 41.152012905810096, 1.5358490150122432 41.10711660758555, 1.476850329117256 41.10205091176787, 1.470691466964957 41.14694297392082))",62.0,11.0,92.52418504314478
71,68.0,31747,TC,4.0,33.64515819750719,"POLYGON ((1.476850329117256 41.10205091176787, 1.5358490150122432 41.10711660758555, 1.5419541837505086 41.06221772811792, 1.4829971046525319 41.057156259789714, 1.476850329117256 41.10205091176787))",63.0,4.0,33.64515819750719
72,69.0,31748,TC,2.0,16.822579098753597,"POLYGON ((1.4829971046525319 41.057156259789714, 1.5419541837505086 41.06221772811792, 1.5480473775745103 41.01731626192667, 1.489131825782057 41.01225901252899, 1.4829971046525319 41.057156259789714))",64.0,2.0,16.822579098753597
73,70.0,31959,F,3.0,25.233868648130397,"POLYGON ((1.5236026246424086 41.19690662826398, 1.5826932452696494 41.2019457022568, 1.5887806679446381 41.15704776357609, 1.5297318393518653 41.152012905810096, 1.5236026246424086 41.19690662826398))",65.0,2.0,16.822579098753597
74,71.0,31959,TC,1.0,8.411289549376798,"POLYGON ((1.5236026246424086 41.19690662826398, 1.5826932452696494 41.2019457022568, 1.5887806679446381 41.15704776357609, 1.5297318393518653 41.152012905810096, 1.5236026246424086 41.19690662826398))",66.0,2.0,16.822579098753597
75,72.0,31960,F,3.0,25.233868648130397,"POLYGON ((1.5297318393518653 41.152012905810096, 1.5887806679446381 41.15704776357609, 1.5948561315628231 41.11214725767453, 1.5358490150122432 41.10711660758555, 1.5297318393518653 41.152012905810096))",67.0,3.0,25.233868648130397
76,73.0,31960,TC,1.0,8.411289549376798,"POLYGON ((1.5297318393518653 41.152012905810096, 1.5887806679446381 41.15704776357609, 1.5948561315628231 41.11214725767453, 1.5358490150122432 41.10711660758555, 1.5297318393518653 41.152012905810096))",68.0,1.0,8.411289549376798
77,74.0,31961,TC,5.0,42.05644774688399,"POLYGON ((1.5358490150122432 41.10711660758555, 1.5948561315628231 41.11214725767453, 1.600919668046605 41.06724417905662, 1.5419541837505086 41.06221772811792, 1.5358490150122432 41.10711660758555))",69.0,5.0,42.05644774688399
78,75.0,31962,TC,1.0,8.411289549376798,"POLYGON ((1.5419541837505086 41.06221772811792, 1.600919668046605 41.06724417905662, 1.6069713091999815 41.022338522218845, 1.5480473775745103 41.01731626192667, 1.5419541837505086 41.06221772811792))",70.0,1.0,8.411289549376798
79,76.0,32174,TC,3.0,25.233868648130397,"POLYGON ((1.5887806679446381 41.15704776357609, 1.6478378969444432 41.16204753921065, 1.6538716231332955 41.11714285405202, 1.5948561315628231 41.11214725767453, 1.5887806679446381 41.15704776357609))",71.0,3.0,25.233868648130397
80,77.0,32175,TC,4.0,33.64515819750719,"POLYGON ((1.5948561315628231 41.11214725767453, 1.6538716231332955 41.11714285405202, 1.6598935020676853 41.072235604648355, 1.600919668046605 41.06724417905662, 1.5948561315628231 41.11214725767453))",72.0,4.0,33.64515819750719
81,78.0,32176,TC,1.0,8.411289549376798,"POLYGON ((1.600919668046605 41.06724417905662, 1.6598935020676853 41.072235604648355, 1.6659035653473397 41.02732578547323, 1.6069713091999815 41.022338522218845, 1.600919668046605 41.06724417905662))",73.0,1.0,8.411289549376798
82,79.0,32387,TC,1.0,8.411289549376798,"POLYGON ((1.6417922917837182 41.206949665642625, 1.7008997081486514 41.21191851044004, 1.706903470479335 41.167012224757656, 1.6478378969444432 41.16204753921065, 1.6417922917837182 41.206949665642625))",74.0,1.0,8.411289549376798
83,80.0,32388,F,25.0,210.28223873441996,"POLYGON ((1.6478378969444432 41.16204753921065, 1.706903470479335 41.167012224757656, 1.7128954340151794 41.122103388787174, 1.6538716231332955 41.11714285405202, 1.6478378969444432 41.16204753921065))",75.0,14.0,117.75805369127518
84,81.0,32388,TC,4.0,33.64515819750719,"POLYGON ((1.6478378969444432 41.16204753921065, 1.706903470479335 41.167012224757656, 1.7128954340151794 41.122103388787174, 1.6538716231332955 41.11714285405202, 1.6478378969444432 41.16204753921065))",76.0,15.0,126.16934324065197
85,82.0,32389,TC,6.0,50.46773729626079,"POLYGON ((1.6538716231332955 41.11714285405202, 1.7128954340151794 41.122103388787174, 1.718875630268174 41.07719199698735, 1.6598935020676853 41.072235604648355, 1.6538716231332955 41.11714285405202))",77.0,6.0,50.46773729626079
86,83.0,32602,TC,16.0,134.58063279002877,"POLYGON ((1.706903470479335 41.167012224757656, 1.7659773326047186 41.17194181231317, 1.771927508427667 41.12702885400108, 1.7128954340151794 41.122103388787174, 1.706903470479335 41.167012224757656))",78.0,16.0,134.58063279002877
87,84.0,32603,TC,1.0,8.411289549376798,"POLYGON ((1.7128954340151794 41.122103388787174, 1.771927508427667 41.12702885400108, 1.7778659970304822 41.08211334821973, 1.718875630268174 41.07719199698735, 1.7128954340151794 41.122103388787174))",79.0,1.0,8.411289549376798
88,0.0,32816,F,0.0,0.0,"POLYGON ((1.7659773326047186 41.17194181231317, 1.8250594273037737 41.176836294025456, 1.8309677905180524 41.13191924186691, 1.771927508427667 41.12702885400108, 1.7659773326047186 41.17194181231317))",80.0,1.0,8.411289549376798
89,85.0,32816,TC,9.0,75.70160594439119,"POLYGON ((1.7659773326047186 41.17194181231317, 1.8250594273037737 41.176836294025456, 1.8309677905180524 41.13191924186691, 1.771927508427667 41.12702885400108, 1.7659773326047186 41.17194181231317))",81.0,8.0,67.29031639501439
90,86.0,32817,TC,8.0,67.29031639501439,"POLYGON ((1.771927508427667 41.12702885400108, 1.8309677905180524 41.13191924186691, 1.8368645466654545 41.0869996505435, 1.7778659970304822 41.08211334821973, 1.771927508427667 41.12702885400108))",82.0,8.0,67.29031639501439
91,87.0,33030,F,34.0,285.9838446788111,"POLYGON ((1.8250594273037737 41.176836294025456, 1.8841496984879371 41.1816956620951, 1.8900162243622047 41.136774544610034, 1.8309677905180524 41.13191924186691, 1.8250594273037737 41.176836294025456))",83.0,19.0,159.81450143815917
92,88.0,33030,TC,12.0,100.93547459252159,"POLYGON ((1.8250594273037737 41.176836294025456, 1.8841496984879371 41.1816956620951, 1.8900162243622047 41.136774544610034, 1.8309677905180524 41.13191924186691, 1.8250594273037737 41.176836294025456))",84.0,27.0,227.10481783317354
93,89.0,33031,F,8.0,67.29031639501439,"POLYGON ((1.8309677905180524 41.13191924186691, 1.8900162243622047 41.136774544610034, 1.8958712234128339 41.09185089620861, 1.8368645466654545 41.0869996505435, 1.8309677905180524 41.13191924186691))",85.0,3.0,25.233868648130397
94,90.0,33031,TC,2.0,16.822579098753597,"POLYGON ((1.8309677905180524 41.13191924186691, 1.8900162243622047 41.136774544610034, 1.8958712234128339 41.09185089620861, 1.8368645466654545 41.0869996505435, 1.8309677905180524 41.13191924186691))",86.0,7.0,58.87902684563759
95,91.0,33243,F,5.0,42.05644774688399,"POLYGON ((1.8782716148968108 41.226614254272604, 1.9374119488524941 41.231442545949456, 1.9432480899973184 41.1865199087751, 1.8841496984879371 41.1816956620951, 1.8782716148968108 41.226614254272604))",0.0,0.0,0.0
96,92.0,33243,TC,1.0,8.411289549376798,"POLYGON ((1.8782716148968108 41.226614254272604, 1.9374119488524941 41.231442545949456, 1.9432480899973184 41.1865199087751, 1.8841496984879371 41.1816956620951, 1.8782716148968108 41.226614254272604))",87.0,6.0,50.46773729626079
97,93.0,33244,TC,4.0,33.64515819750719,"POLYGON ((1.8841496984879371 41.1816956620951, 1.9432480899973184 41.1865199087751, 1.949072753965007 41.141594754508006, 1.8900162243622047 41.136774544610034, 1.8841496984879371 41.1816956620951))",88.0,4.0,33.64515819750719
98,94.0,33245,TC,3.0,25.233868648130397,"POLYGON ((1.8900162243622047 41.136774544610034, 1.949072753965007 41.141594754508006, 1.9548859714416835 41.09666707751717, 1.8958712234128339 41.09185089620861, 1.8900162243622047 41.136774544610034))",89.0,3.0,25.233868648130397
99,95.0,33459,F,2.0,16.822579098753597,"POLYGON ((1.949072753965007 41.141594754508006, 2.008137323260801 41.14637986389073, 2.0139087348508573 41.101448186823404, 1.9548859714416835 41.09666707751717, 1.949072753965007 41.141594754508006))",0.0,0.0,0.0
100,96.0,33459,TC,3.0,25.233868648130397,"POLYGON ((1.949072753965007 41.141594754508006, 2.008137323260801 41.14637986389073, 2.0139087348508573 41.101448186823404, 1.9548859714416835 41.09666707751717, 1.949072753965007 41.141594754508006))",90.0,5.0,42.05644774688399
