Speed,CourseCorrected,cogDiff,speedDiff+1,speedDiff-1,DayTime2,bufferCount
0.5052749249039566,349.8897205927609,12.702377136233736,0.1128790774018,-0.013031381104158,17.5,11
0.6,118.0,80.00950439085295,-0.6842482895339211,0.3555176614061947,19.53305555555556,7
3.81011719031563,176.12588314344,1.0341434718120013,1.79408954596347,-2.1114982645705203,14.0,9
10.427680517687604,150.92282689384945,14.922826893849448,2.227680517687604,1.6276805176876046,17.166666666666668,1
0.701794549525262,87.0305049127868,1.456591459454799,0.474875334097298,-1.357516748672108,16.5,6
3.80596241406999,9.06523472114924,11.10653268882716,0.5455066329876099,-0.5311248390487604,15.166666666666666,1
4.33635064759586,317.934417671033,18.249295705424004,-0.9039640916623995,0.6087077497272899,18.166666666666668,1
0.63192820344047,272.438381205642,29.601612598033967,-0.122399892926357,-1.21118581399627,13.5,4
10.2288585621004,228.534759694266,7.88159742330501,0.1141583592632002,-0.0743404713958995,13.666944444444445,1
7.8,350.0,4.782116167313745,1.5582760393792947,1.6566972314941788,19.41638888888889,1
0.1999999999999999,285.0,0.0,-0.0601542166917624,0.0,17.75,13
4.169374411125208,220.08436046582503,0.5714433505674776,-0.6121702882680404,0.4662401059838306,19.33333333333333,1
0.9523874969105424,246.4229186761918,0.2780958124598953,-0.049650869076278,0.0930945310932916,18.0,6
2.25144930258933,267.14681167266207,17.466625626590826,0.5600585253621311,-1.016138297207012,13.833333333333334,2
0.7227964850487616,247.2448468213765,1.1402567875029774,-0.136496480768489,0.1797727713203551,17.666666666666668,8
1.7080709993268328,113.92447309003626,4.006307480058297,-0.2242923829055643,0.4963159056075918,18.666666666666668,3
4.67208116948092,343.101920747438,5.334598979556006,0.0,1.7529712197960206,17.333333333333332,2
0.4865056943835391,340.06639380337054,22.44670359566584,0.0865056943835391,0.0784466813156227,15.833333333333334,17
3.5043595706344632,326.3536867864559,0.539052997546321,0.4175682255745454,-0.1303505769862285,20.5,1
1.03142809658412,292.910436742378,0.4445412753379969,0.717404212649241,-0.1929525384364598,17.666666666666668,7
0.3999999999999999,309.0,31.066393803370545,-0.3068027460193289,-0.0865056943835391,15.983333333333334,12
