,index_x,kmsqId,Operation,VMS_pointCount_PredictedOp,VMSOpTime(min)_PredictedOp,geom,index_y,VMS_pointCount_ObservedOp,VMSOpTime(min)_ObservedOp
0,0.0,81169,AN,3.0,25.233868648130397,"POLYGON ((0.8038304108107484 40.88715589579587, 0.8390822975036328 40.890437966664464, 0.843024118289569 40.8635255561414, 0.8077870055478288 40.86024511828045, 0.8038304108107484 40.88715589579587))",0.0,3.0,25.233868648130397
1,1.0,81170,AN,1.0,8.411289549376798,"POLYGON ((0.8077870055478288 40.86024511828045, 0.843024118289569 40.8635255561414, 0.8469613182566632 40.83661216983573, 0.8117389626721088 40.83333336300813, 0.8077870055478288 40.86024511828045))",1.0,1.0,8.411289549376798
2,2.0,81526,AN,1.0,8.411289549376798,"POLYGON ((0.8390822975036328 40.890437966664464, 0.8743374280065347 40.89370749183658, 0.8782644689880708 40.86679345432054, 0.843024118289569 40.8635255561414, 0.8390822975036328 40.890437966664464))",2.0,1.0,8.411289549376798
3,3.0,81527,AN,2.0,16.822579098753597,"POLYGON ((0.843024118289569 40.8635255561414, 0.8782644689880708 40.86679345432054, 0.8821869059573803 40.839878442989246, 0.8469613182566632 40.83661216983573, 0.843024118289569 40.8635255561414))",3.0,2.0,16.822579098753597
4,4.0,81884,AN,4.0,33.64515819750719,"POLYGON ((0.8782644689880708 40.86679345432054, 0.9135080459649605 40.87004881097963, 0.917415714116145 40.8431321806339, 0.8821869059573803 40.839878442989246, 0.8782644689880708 40.86679345432054))",4.0,4.0,33.64515819750719
5,5.0,82241,AN,1.0,8.411289549376798,"POLYGON ((0.9135080459649605 40.87004881097963, 0.9487548375319034 40.87329162428693, 0.9526477310649161 40.84637338094144, 0.917415714116145 40.8431321806339, 0.9135080459649605 40.87004881097963))",5.0,1.0,8.411289549376798
6,6.0,82242,AN,1.0,8.411289549376798,"POLYGON ((0.917415714116145 40.8431321806339, 0.9526477310649161 40.84637338094144, 0.9565360615001256 40.819454166556746, 0.9213188023631572 40.816214577298695, 0.917415714116145 40.8431321806339))",6.0,1.0,8.411289549376798
7,7.0,82594,AN,2.0,16.822579098753597,"POLYGON ((0.9331374869125575 40.98095491001385, 0.9684467716620521 40.984191625566524, 0.972343142452516 40.957275640226044, 0.9370487056317557 40.95404053945961, 0.9331374869125575 40.98095491001385))",7.0,5.0,42.05644774688399
8,8.0,82594,C,9.0,75.70160594439119,"POLYGON ((0.9331374869125575 40.98095491001385, 0.9684467716620521 40.984191625566524, 0.972343142452516 40.957275640226044, 0.9370487056317557 40.95404053945961, 0.9331374869125575 40.98095491001385))",8.0,6.0,50.46773729626079
9,9.0,82595,AN,1.0,8.411289549376798,"POLYGON ((0.9370487056317557 40.95404053945961, 0.972343142452516 40.957275640226044, 0.9762349379160156 40.93035869034611, 0.9409553321028741 40.92712520241007, 0.9370487056317557 40.95404053945961))",9.0,1.0,8.411289549376798
