,index_x,kmsqId,Operation,VMS_pointCount_PredictedOp,VMSOpTime(min)_PredictedOp,geom,index_y,VMS_pointCount_ObservedOp,VMSOpTime(min)_ObservedOp
22,22.0,30470,C,25.0,210.28223873441996,"POLYGON ((1.1675475164886084 40.75678458637501, 1.2262059500930365 40.76202979295951, 1.232473909697528 40.717138117693096, 1.1738563784486333 40.71189724637404, 1.1675475164886084 40.75678458637501))",22.0,21.0,176.63708053691278
23,23.0,30677,AN,10.0,84.11289549376798,"POLYGON ((1.1819853015751922 41.07619702976605, 1.2409410022350682 41.08143783267612, 1.2472539471437731 41.03656037353672, 1.1883397235665538 41.03132393942732, 1.1819853015751922 41.07619702976605))",23.0,12.0,100.93547459252159
24,24.0,30677,C,2.0,16.822579098753597,"POLYGON ((1.1819853015751922 41.07619702976605, 1.2409410022350682 41.08143783267612, 1.2472539471437731 41.03656037353672, 1.1883397235665538 41.03132393942732, 1.1819853015751922 41.07619702976605))",0.0,0.0,0.0
25,25.0,30678,AN,9.0,75.70160594439119,"POLYGON ((1.1883397235665538 41.03132393942732, 1.2472539471437731 41.03656037353672, 1.2535545206156047 40.99168028432859, 1.1946816950997348 40.986448210186246, 1.1883397235665538 41.03132393942732))",24.0,9.0,75.70160594439119
26,26.0,30679,AN,10.0,84.11289549376798,"POLYGON ((1.1946816950997348 40.986448210186246, 1.2535545206156047 40.99168028432859, 1.259842755549107 40.946797559679815, 1.2010112492738338 40.94156983669463, 1.1946816950997348 40.986448210186246))",25.0,17.0,142.99192233940556
27,27.0,30679,C,16.0,134.58063279002877,"POLYGON ((1.1946816950997348 40.986448210186246, 1.2535545206156047 40.99168028432859, 1.259842755549107 40.946797559679815, 1.2010112492738338 40.94156983669463, 1.1946816950997348 40.986448210186246))",26.0,9.0,75.70160594439119
28,28.0,30680,AN,2.0,16.822579098753597,"POLYGON ((1.2010112492738338 40.94156983669463, 1.259842755549107 40.946797559679815, 1.2661186847212447 40.90191219420997, 1.2073284190656643 40.896688813595745, 1.2010112492738338 40.94156983669463))",27.0,2.0,16.822579098753597
29,29.0,30683,AN,2.0,16.822579098753597,"POLYGON ((1.2199257368016836 40.806918797106256, 1.278633756284636 40.81213351924309, 1.284872963626814 40.767240198942964, 1.2262059500930365 40.76202979295951, 1.2199257368016836 40.806918797106256))",28.0,2.0,16.822579098753597
30,30.0,30684,AN,5.0,42.05644774688399,"POLYGON ((1.2262059500930365 40.76202979295951, 1.284872963626814 40.767240198942964, 1.2910999951105548 40.72234421621564, 1.232473909697528 40.717138117693096, 1.2262059500930365 40.76202979295951))",29.0,16.0,134.58063279002877
31,31.0,30684,C,20.0,168.22579098753596,"POLYGON ((1.2262059500930365 40.76202979295951, 1.284872963626814 40.767240198942964, 1.2910999951105548 40.72234421621564, 1.232473909697528 40.717138117693096, 1.2262059500930365 40.76202979295951))",30.0,9.0,75.70160594439119
32,32.0,30685,AN,9.0,75.70160594439119,"POLYGON ((1.232473909697528 40.717138117693096, 1.2910999951105548 40.72234421621564, 1.2973148829130594 40.67744556563861, 1.2387296479887548 40.67224376590773, 1.232473909697528 40.717138117693096))",31.0,10.0,84.11289549376798
33,33.0,30685,C,1.0,8.411289549376798,"POLYGON ((1.232473909697528 40.717138117693096, 1.2910999951105548 40.72234421621564, 1.2973148829130594 40.67744556563861, 1.2387296479887548 40.67224376590773, 1.232473909697528 40.717138117693096))",0.0,0.0,0.0
34,34.0,30890,AN,4.0,33.64515819750719,"POLYGON ((1.2346156528688264 41.12631266711028, 1.2936216439217372 41.13152281437349, 1.299905410621821 41.08664363054648, 1.2409410022350682 41.08143783267612, 1.2346156528688264 41.12631266711028))",32.0,4.0,33.64515819750719
35,35.0,30891,AN,7.0,58.87902684563759,"POLYGON ((1.2409410022350682 41.08143783267612, 1.299905410621821 41.08664363054648, 1.30617685218251 41.04176183081679, 1.2472539471437731 41.03656037353672, 1.2409410022350682 41.08143783267612))",33.0,12.0,100.93547459252159
36,36.0,30891,C,15.0,126.16934324065197,"POLYGON ((1.2409410022350682 41.08143783267612, 1.299905410621821 41.08664363054648, 1.30617685218251 41.04176183081679, 1.2472539471437731 41.03656037353672, 1.2409410022350682 41.08143783267612))",34.0,10.0,84.11289549376798
37,37.0,30892,AN,2.0,16.822579098753597,"POLYGON ((1.2472539471437731 41.03656037353672, 1.30617685218251 41.04176183081679, 1.3124360014227807 40.99687740979728, 1.2535545206156047 40.99168028432859, 1.2472539471437731 41.03656037353672))",35.0,2.0,16.822579098753597
38,38.0,30893,AN,1.0,8.411289549376798,"POLYGON ((1.2535545206156047 40.99168028432859, 1.3124360014227807 40.99687740979728, 1.3186828910401822 40.95199036209239, 1.259842755549107 40.946797559679815, 1.2535545206156047 40.99168028432859))",36.0,1.0,8.411289549376798
39,39.0,30894,AN,2.0,16.822579098753597,"POLYGON ((1.259842755549107 40.946797559679815, 1.3186828910401822 40.95199036209239, 1.324917553611382 40.90710068229819, 1.2661186847212447 40.90191219420997, 1.259842755549107 40.946797559679815))",37.0,2.0,16.822579098753597
40,40.0,30895,AN,4.0,33.64515819750719,"POLYGON ((1.2661186847212447 40.90191219420997, 1.324917553611382 40.90710068229819, 1.331140021592726 40.86220836500236, 1.2723823407879418 40.85702418253017, 1.2661186847212447 40.90191219420997))",38.0,4.0,33.64515819750719
41,41.0,30896,AN,5.0,42.05644774688399,"POLYGON ((1.2723823407879418 40.85702418253017, 1.331140021592726 40.86220836500236, 1.3373503273207528 40.817313404784215, 1.278633756284636 40.81213351924309, 1.2723823407879418 40.85702418253017))",39.0,5.0,42.05644774688399
42,42.0,30897,AN,5.0,42.05644774688399,"POLYGON ((1.278633756284636 40.81213351924309, 1.3373503273207528 40.817313404784215, 1.3435485030127572 40.77241579621476, 1.284872963626814 40.767240198942964, 1.278633756284636 40.81213351924309))",40.0,5.0,42.05644774688399
43,43.0,30898,AN,7.0,58.87902684563759,"POLYGON ((1.284872963626814 40.767240198942964, 1.3435485030127572 40.77241579621476, 1.3497345807673093 40.727515533856625, 1.2910999951105548 40.72234421621564, 1.284872963626814 40.767240198942964))",41.0,7.0,58.87902684563759
44,44.0,30899,AN,6.0,50.46773729626079,"POLYGON ((1.2910999951105548 40.72234421621564, 1.3497345807673093 40.727515533856625, 1.3559085925647973 40.68261261226422, 1.2973148829130594 40.67744556563861, 1.2910999951105548 40.72234421621564))",42.0,8.0,67.29031639501439
45,45.0,30899,C,20.0,168.22579098753596,"POLYGON ((1.2910999951105548 40.72234421621564, 1.3497345807673093 40.727515533856625, 1.3559085925647973 40.68261261226422, 1.2973148829130594 40.67744556563861, 1.2910999951105548 40.72234421621564))",43.0,18.0,151.40321188878238
46,46.0,31104,AN,1.0,8.411289549376798,"POLYGON ((1.2936216439217372 41.13152281437349, 1.3526363136358397 41.13669792006465, 1.358878471470293 41.09181441513624, 1.299905410621821 41.08664363054648, 1.2936216439217372 41.13152281437349))",44.0,1.0,8.411289549376798
47,47.0,31105,AN,8.0,67.29031639501439,"POLYGON ((1.299905410621821 41.08664363054648, 1.358878471470293 41.09181441513624, 1.3651083835785223 41.04692830305275, 1.30617685218251 41.04176183081679, 1.299905410621821 41.08664363054648))",45.0,9.0,75.70160594439119
48,48.0,31105,C,2.0,16.822579098753597,"POLYGON ((1.299905410621821 41.08664363054648, 1.358878471470293 41.09181441513624, 1.3651083835785223 41.04692830305275, 1.30617685218251 41.04176183081679, 1.299905410621821 41.08664363054648))",46.0,1.0,8.411289549376798
49,49.0,31106,AN,4.0,33.64515819750719,"POLYGON ((1.30617685218251 41.04176183081679, 1.3651083835785223 41.04692830305275, 1.3713260825773714 41.002039578403476, 1.3124360014227807 40.99687740979728, 1.30617685218251 41.04176183081679))",47.0,4.0,33.64515819750719
50,50.0,31107,AN,5.0,42.05644774688399,"POLYGON ((1.3124360014227807 40.99687740979728, 1.3713260825773714 41.002039578403476, 1.377531600962967 40.957148235769424, 1.3186828910401822 40.95199036209239, 1.3124360014227807 40.99687740979728))",48.0,7.0,58.87902684563759
51,51.0,31107,C,8.0,67.29031639501439,"POLYGON ((1.3124360014227807 40.99687740979728, 1.3713260825773714 41.002039578403476, 1.377531600962967 40.957148235769424, 1.3186828910401822 40.95199036209239, 1.3124360014227807 40.99687740979728))",49.0,6.0,50.46773729626079
52,52.0,31113,AN,5.0,42.05644774688399,"POLYGON ((1.3497345807673093 40.727515533856625, 1.4083776126746144 40.73265206258108, 1.4145107231073624 40.687744897774934, 1.3559085925647973 40.68261261226422, 1.3497345807673093 40.727515533856625))",50.0,8.0,67.29031639501439
53,53.0,31113,C,3.0,25.233868648130397,"POLYGON ((1.3497345807673093 40.727515533856625, 1.4083776126746144 40.73265206258108, 1.4145107231073624 40.687744897774934, 1.3559085925647973 40.68261261226422, 1.3497345807673093 40.727515533856625))",0.0,0.0,0.0
54,54.0,31318,AN,7.0,58.87902684563759,"POLYGON ((1.3526363136358397 41.13669792006465, 1.4116596065091922 41.14183797596835, 1.4178601294403372 41.09695017825601, 1.358878471470293 41.09181441513624, 1.3526363136358397 41.13669792006465))",51.0,6.0,50.46773729626079
55,55.0,31318,C,3.0,25.233868648130397,"POLYGON ((1.3526363136358397 41.13669792006465, 1.4116596065091922 41.14183797596835, 1.4178601294403372 41.09695017825601, 1.358878471470293 41.09181441513624, 1.3526363136358397 41.13669792006465))",52.0,4.0,33.64515819750719
56,56.0,31319,AN,6.0,50.46773729626079,"POLYGON ((1.358878471470293 41.09181441513624, 1.4178601294403372 41.09695017825601, 1.424048486152901 41.052059782081095, 1.3651083835785223 41.04692830305275, 1.358878471470293 41.09181441513624))",53.0,6.0,50.46773729626079
57,57.0,31320,AN,9.0,75.70160594439119,"POLYGON ((1.3651083835785223 41.04692830305275, 1.424048486152901 41.052059782081095, 1.4302247090611626 41.00716678200954, 1.3713260825773714 41.002039578403476, 1.3651083835785223 41.04692830305275))",54.0,9.0,75.70160594439119
58,58.0,31321,AN,2.0,16.822579098753597,"POLYGON ((1.3713260825773714 41.002039578403476, 1.4302247090611626 41.00716678200954, 1.4363888304593868 40.96227117259898, 1.377531600962967 40.957148235769424, 1.3713260825773714 41.002039578403476))",55.0,2.0,16.822579098753597
59,59.0,31532,AN,3.0,25.233868648130397,"POLYGON ((1.4116596065091922 41.14183797596835, 1.470691466964957 41.14694297392082, 1.476850329117256 41.10205091176787, 1.4178601294403372 41.09695017825601, 1.4116596065091922 41.14183797596835))",56.0,4.0,33.64515819750719
60,60.0,31532,C,2.0,16.822579098753597,"POLYGON ((1.4116596065091922 41.14183797596835, 1.470691466964957 41.14694297392082, 1.476850329117256 41.10205091176787, 1.4178601294403372 41.09695017825601, 1.4116596065091922 41.14183797596835))",57.0,1.0,8.411289549376798
61,61.0,31533,AN,3.0,25.233868648130397,"POLYGON ((1.4178601294403372 41.09695017825601, 1.476850329117256 41.10205091176787, 1.4829971046525319 41.057156259789714, 1.424048486152901 41.052059782081095, 1.4178601294403372 41.09695017825601))",58.0,3.0,25.233868648130397
62,62.0,31534,AN,5.0,42.05644774688399,"POLYGON ((1.424048486152901 41.052059782081095, 1.4829971046525319 41.057156259789714, 1.489131825782057 41.01225901252899, 1.4302247090611626 41.00716678200954, 1.424048486152901 41.052059782081095))",59.0,5.0,42.05644774688399
63,63.0,31745,AN,2.0,16.822579098753597,"POLYGON ((1.4645204858645264 41.191832451697785, 1.5236026246424086 41.19690662826398, 1.5297318393518653 41.152012905810096, 1.470691466964957 41.14694297392082, 1.4645204858645264 41.191832451697785))",60.0,2.0,16.822579098753597
64,64.0,31745,C,1.0,8.411289549376798,"POLYGON ((1.4645204858645264 41.191832451697785, 1.5236026246424086 41.19690662826398, 1.5297318393518653 41.152012905810096, 1.470691466964957 41.14694297392082, 1.4645204858645264 41.191832451697785))",61.0,1.0,8.411289549376798
65,65.0,31746,AN,10.0,84.11289549376798,"POLYGON ((1.470691466964957 41.14694297392082, 1.5297318393518653 41.152012905810096, 1.5358490150122432 41.10711660758555, 1.476850329117256 41.10205091176787, 1.470691466964957 41.14694297392082))",62.0,11.0,92.52418504314478
66,66.0,31746,C,1.0,8.411289549376798,"POLYGON ((1.470691466964957 41.14694297392082, 1.5297318393518653 41.152012905810096, 1.5358490150122432 41.10711660758555, 1.476850329117256 41.10205091176787, 1.470691466964957 41.14694297392082))",0.0,0.0,0.0
67,67.0,31747,AN,4.0,33.64515819750719,"POLYGON ((1.476850329117256 41.10205091176787, 1.5358490150122432 41.10711660758555, 1.5419541837505086 41.06221772811792, 1.4829971046525319 41.057156259789714, 1.476850329117256 41.10205091176787))",63.0,4.0,33.64515819750719
68,68.0,31748,AN,2.0,16.822579098753597,"POLYGON ((1.4829971046525319 41.057156259789714, 1.5419541837505086 41.06221772811792, 1.5480473775745103 41.01731626192667, 1.489131825782057 41.01225901252899, 1.4829971046525319 41.057156259789714))",64.0,2.0,16.822579098753597
69,69.0,31959,AN,3.0,25.233868648130397,"POLYGON ((1.5236026246424086 41.19690662826398, 1.5826932452696494 41.2019457022568, 1.5887806679446381 41.15704776357609, 1.5297318393518653 41.152012905810096, 1.5236026246424086 41.19690662826398))",65.0,2.0,16.822579098753597
70,70.0,31959,C,1.0,8.411289549376798,"POLYGON ((1.5236026246424086 41.19690662826398, 1.5826932452696494 41.2019457022568, 1.5887806679446381 41.15704776357609, 1.5297318393518653 41.152012905810096, 1.5236026246424086 41.19690662826398))",66.0,2.0,16.822579098753597
71,71.0,31960,AN,1.0,8.411289549376798,"POLYGON ((1.5297318393518653 41.152012905810096, 1.5887806679446381 41.15704776357609, 1.5948561315628231 41.11214725767453, 1.5358490150122432 41.10711660758555, 1.5297318393518653 41.152012905810096))",67.0,1.0,8.411289549376798
72,72.0,31960,C,3.0,25.233868648130397,"POLYGON ((1.5297318393518653 41.152012905810096, 1.5887806679446381 41.15704776357609, 1.5948561315628231 41.11214725767453, 1.5358490150122432 41.10711660758555, 1.5297318393518653 41.152012905810096))",68.0,3.0,25.233868648130397
73,73.0,31961,AN,5.0,42.05644774688399,"POLYGON ((1.5358490150122432 41.10711660758555, 1.5948561315628231 41.11214725767453, 1.600919668046605 41.06724417905662, 1.5419541837505086 41.06221772811792, 1.5358490150122432 41.10711660758555))",69.0,5.0,42.05644774688399
74,74.0,31962,AN,1.0,8.411289549376798,"POLYGON ((1.5419541837505086 41.06221772811792, 1.600919668046605 41.06724417905662, 1.6069713091999815 41.022338522218845, 1.5480473775745103 41.01731626192667, 1.5419541837505086 41.06221772811792))",70.0,1.0,8.411289549376798
75,75.0,32174,AN,3.0,25.233868648130397,"POLYGON ((1.5887806679446381 41.15704776357609, 1.6478378969444432 41.16204753921065, 1.6538716231332955 41.11714285405202, 1.5948561315628231 41.11214725767453, 1.5887806679446381 41.15704776357609))",71.0,3.0,25.233868648130397
76,76.0,32175,AN,4.0,33.64515819750719,"POLYGON ((1.5948561315628231 41.11214725767453, 1.6538716231332955 41.11714285405202, 1.6598935020676853 41.072235604648355, 1.600919668046605 41.06724417905662, 1.5948561315628231 41.11214725767453))",72.0,4.0,33.64515819750719
77,77.0,32176,AN,1.0,8.411289549376798,"POLYGON ((1.600919668046605 41.06724417905662, 1.6598935020676853 41.072235604648355, 1.6659035653473397 41.02732578547323, 1.6069713091999815 41.022338522218845, 1.600919668046605 41.06724417905662))",73.0,1.0,8.411289549376798
78,78.0,32387,AN,1.0,8.411289549376798,"POLYGON ((1.6417922917837182 41.206949665642625, 1.7008997081486514 41.21191851044004, 1.706903470479335 41.167012224757656, 1.6478378969444432 41.16204753921065, 1.6417922917837182 41.206949665642625))",74.0,1.0,8.411289549376798
79,79.0,32388,AN,11.0,92.52418504314478,"POLYGON ((1.6478378969444432 41.16204753921065, 1.706903470479335 41.167012224757656, 1.7128954340151794 41.122103388787174, 1.6538716231332955 41.11714285405202, 1.6478378969444432 41.16204753921065))",75.0,15.0,126.16934324065197
80,80.0,32388,C,18.0,151.40321188878238,"POLYGON ((1.6478378969444432 41.16204753921065, 1.706903470479335 41.167012224757656, 1.7128954340151794 41.122103388787174, 1.6538716231332955 41.11714285405202, 1.6478378969444432 41.16204753921065))",76.0,14.0,117.75805369127518
81,81.0,32389,AN,6.0,50.46773729626079,"POLYGON ((1.6538716231332955 41.11714285405202, 1.7128954340151794 41.122103388787174, 1.718875630268174 41.07719199698735, 1.6598935020676853 41.072235604648355, 1.6538716231332955 41.11714285405202))",77.0,6.0,50.46773729626079
82,82.0,32602,AN,16.0,134.58063279002877,"POLYGON ((1.706903470479335 41.167012224757656, 1.7659773326047186 41.17194181231317, 1.771927508427667 41.12702885400108, 1.7128954340151794 41.122103388787174, 1.706903470479335 41.167012224757656))",78.0,16.0,134.58063279002877
83,83.0,32603,AN,1.0,8.411289549376798,"POLYGON ((1.7128954340151794 41.122103388787174, 1.771927508427667 41.12702885400108, 1.7778659970304822 41.08211334821973, 1.718875630268174 41.07719199698735, 1.7128954340151794 41.122103388787174))",79.0,1.0,8.411289549376798
84,84.0,32816,AN,9.0,75.70160594439119,"POLYGON ((1.7659773326047186 41.17194181231317, 1.8250594273037737 41.176836294025456, 1.8309677905180524 41.13191924186691, 1.771927508427667 41.12702885400108, 1.7659773326047186 41.17194181231317))",80.0,8.0,67.29031639501439
85,0.0,32816,C,0.0,0.0,"POLYGON ((1.7659773326047186 41.17194181231317, 1.8250594273037737 41.176836294025456, 1.8309677905180524 41.13191924186691, 1.771927508427667 41.12702885400108, 1.7659773326047186 41.17194181231317))",81.0,1.0,8.411289549376798
86,85.0,32817,AN,8.0,67.29031639501439,"POLYGON ((1.771927508427667 41.12702885400108, 1.8309677905180524 41.13191924186691, 1.8368645466654545 41.0869996505435, 1.7778659970304822 41.08211334821973, 1.771927508427667 41.12702885400108))",82.0,8.0,67.29031639501439
87,86.0,33030,AN,18.0,151.40321188878238,"POLYGON ((1.8250594273037737 41.176836294025456, 1.8841496984879371 41.1816956620951, 1.8900162243622047 41.136774544610034, 1.8309677905180524 41.13191924186691, 1.8250594273037737 41.176836294025456))",83.0,27.0,227.10481783317354
88,87.0,33030,C,28.0,235.51610738255036,"POLYGON ((1.8250594273037737 41.176836294025456, 1.8841496984879371 41.1816956620951, 1.8900162243622047 41.136774544610034, 1.8309677905180524 41.13191924186691, 1.8250594273037737 41.176836294025456))",84.0,19.0,159.81450143815917
89,88.0,33031,AN,2.0,16.822579098753597,"POLYGON ((1.8309677905180524 41.13191924186691, 1.8900162243622047 41.136774544610034, 1.8958712234128339 41.09185089620861, 1.8368645466654545 41.0869996505435, 1.8309677905180524 41.13191924186691))",85.0,7.0,58.87902684563759
90,89.0,33031,C,8.0,67.29031639501439,"POLYGON ((1.8309677905180524 41.13191924186691, 1.8900162243622047 41.136774544610034, 1.8958712234128339 41.09185089620861, 1.8368645466654545 41.0869996505435, 1.8309677905180524 41.13191924186691))",86.0,3.0,25.233868648130397
91,90.0,33243,AN,6.0,50.46773729626079,"POLYGON ((1.8782716148968108 41.226614254272604, 1.9374119488524941 41.231442545949456, 1.9432480899973184 41.1865199087751, 1.8841496984879371 41.1816956620951, 1.8782716148968108 41.226614254272604))",87.0,6.0,50.46773729626079
92,91.0,33244,AN,4.0,33.64515819750719,"POLYGON ((1.8841496984879371 41.1816956620951, 1.9432480899973184 41.1865199087751, 1.949072753965007 41.141594754508006, 1.8900162243622047 41.136774544610034, 1.8841496984879371 41.1816956620951))",88.0,4.0,33.64515819750719
93,92.0,33245,AN,3.0,25.233868648130397,"POLYGON ((1.8900162243622047 41.136774544610034, 1.949072753965007 41.141594754508006, 1.9548859714416835 41.09666707751717, 1.8958712234128339 41.09185089620861, 1.8900162243622047 41.136774544610034))",89.0,3.0,25.233868648130397
94,93.0,33459,AN,5.0,42.05644774688399,"POLYGON ((1.949072753965007 41.141594754508006, 2.008137323260801 41.14637986389073, 2.0139087348508573 41.101448186823404, 1.9548859714416835 41.09666707751717, 1.949072753965007 41.141594754508006))",90.0,5.0,42.05644774688399
95,94.0,34950,AN,10.0,84.11289549376798,"POLYGON ((2.323743567341186 41.48896977711019, 2.383158919508183 41.49353578922521, 2.388713240914695 41.448594004807944, 2.3293404318230104 41.44403184715018, 2.323743567341186 41.48896977711019))",91.0,10.0,84.11289549376798
96,95.0,34951,AN,6.0,50.46773729626079,"POLYGON ((2.3293404318230104 41.44403184715018, 2.388713240914695 41.448594004807944, 2.394256585913141 41.403649795902126, 2.3349262375964686 41.39909148483203, 2.3293404318230104 41.44403184715018))",92.0,6.0,50.46773729626079
97,96.0,35164,AN,28.0,235.51610738255036,"POLYGON ((2.383158919508183 41.49353578922521, 2.4425820236354037 41.498066438849115, 2.4480937783836096 41.45312082907656, 2.388713240914695 41.448594004807944, 2.383158919508183 41.49353578922521))",93.0,30.0,252.33868648130394
98,97.0,35164,C,4.0,33.64515819750719,"POLYGON ((2.383158919508183 41.49353578922521, 2.4425820236354037 41.498066438849115, 2.4480937783836096 41.45312082907656, 2.388713240914695 41.448594004807944, 2.383158919508183 41.49353578922521))",94.0,2.0,16.822579098753597
99,98.0,35165,AN,9.0,75.70160594439119,"POLYGON ((2.388713240914695 41.448594004807944, 2.4480937783836096 41.45312082907656, 2.453594639110621 41.40817280262749, 2.394256585913141 41.403649795902126, 2.388713240914695 41.448594004807944))",95.0,9.0,75.70160594439119
