,index_x,kmsqId,Operation,VMS_pointCount_PredictedOp,VMSOpTime(min)_PredictedOp,geom,index_y,VMS_pointCount_ObservedOp,VMSOpTime(min)_ObservedOp
210,199.0,38149,C,4.0,33.64515819750719,"POLYGON ((3.1605863554499023 42.04851168981771, 3.22058912306838 42.05258455504952, 3.22561138017592 42.007613507198485, 3.1656524248605367 42.00354413575068, 3.1605863554499023 42.04851168981771))",192.0,4.0,33.64515819750719
211,200.0,38149,T,2.0,16.822579098753597,"POLYGON ((3.1605863554499023 42.04851168981771, 3.22058912306838 42.05258455504952, 3.22561138017592 42.007613507198485, 3.1656524248605367 42.00354413575068, 3.1605863554499023 42.04851168981771))",193.0,2.0,16.822579098753597
212,201.0,38150,C,1.0,8.411289549376798,"POLYGON ((3.1656524248605367 42.00354413575068, 3.22561138017592 42.007613507198485, 3.2306236094275276 41.96264021235603, 3.1707083804084415 41.95857432748008, 3.1656524248605367 42.00354413575068))",194.0,1.0,8.411289549376798
213,202.0,38150,F,1.0,8.411289549376798,"POLYGON ((3.1656524248605367 42.00354413575068, 3.22561138017592 42.007613507198485, 3.2306236094275276 41.96264021235603, 3.1707083804084415 41.95857432748008, 3.1656524248605367 42.00354413575068))",0.0,0.0,0.0
214,203.0,38150,T,5.0,42.05644774688399,"POLYGON ((3.1656524248605367 42.00354413575068, 3.22561138017592 42.007613507198485, 3.2306236094275276 41.96264021235603, 3.1707083804084415 41.95857432748008, 3.1656524248605367 42.00354413575068))",195.0,6.0,50.46773729626079
215,204.0,38153,C,1.0,8.411289549376798,"POLYGON ((3.1807900604129613 41.86862792436879, 3.240618093945139 41.87268685765759, 3.2456004037429076 41.82770678576722, 3.18581583985659 41.82365131753347, 3.1807900604129613 41.86862792436879))",196.0,2.0,16.822579098753597
216,205.0,38153,F,4.0,33.64515819750719,"POLYGON ((3.1807900604129613 41.86862792436879, 3.240618093945139 41.87268685765759, 3.2456004037429076 41.82770678576722, 3.18581583985659 41.82365131753347, 3.1807900604129613 41.86862792436879))",197.0,3.0,25.233868648130397
217,206.0,38154,C,3.0,25.233868648130397,"POLYGON ((3.18581583985659 41.82365131753347, 3.2456004037429076 41.82770678576722, 3.2505727947492273 41.78272444281666, 3.1908316154124745 41.7786724325053, 3.18581583985659 41.82365131753347))",198.0,6.0,50.46773729626079
218,207.0,38154,F,5.0,42.05644774688399,"POLYGON ((3.18581583985659 41.82365131753347, 3.2456004037429076 41.82770678576722, 3.2505727947492273 41.78272444281666, 3.1908316154124745 41.7786724325053, 3.18581583985659 41.82365131753347))",199.0,6.0,50.46773729626079
219,208.0,38154,T,4.0,33.64515819750719,"POLYGON ((3.18581583985659 41.82365131753347, 3.2456004037429076 41.82770678576722, 3.2505727947492273 41.78272444281666, 3.1908316154124745 41.7786724325053, 3.18581583985659 41.82365131753347))",0.0,0.0,0.0
220,209.0,38155,C,1.0,8.411289549376798,"POLYGON ((3.1908316154124745 41.7786724325053, 3.2505727947492273 41.78272444281666, 3.255535293972789 41.737739822773975, 3.1958374143148625 41.73369126327205, 3.1908316154124745 41.7786724325053))",200.0,1.0,8.411289549376798
221,210.0,38358,C,1.0,8.411289549376798,"POLYGON ((3.1953264526015426 42.277406299309106, 3.25555680342162 42.28146079610856, 3.2605853467357684 42.236497393550636, 3.200399263983402 42.23244639649817, 3.1953264526015426 42.277406299309106))",0.0,0.0,0.0
222,0.0,38358,F,0.0,0.0,"POLYGON ((3.1953264526015426 42.277406299309106, 3.25555680342162 42.28146079610856, 3.2605853467357684 42.236497393550636, 3.200399263983402 42.23244639649817, 3.1953264526015426 42.277406299309106))",201.0,1.0,8.411289549376798
223,211.0,38359,C,20.0,168.22579098753596,"POLYGON ((3.200399263983402 42.23244639649817, 3.2605853467357684 42.236497393550636, 3.2656038107576335 42.19153178120558, 3.205461908825647 42.1874842766483, 3.200399263983402 42.23244639649817))",202.0,32.0,269.16126558005755
224,212.0,38359,F,45.0,378.50802972195595,"POLYGON ((3.200399263983402 42.23244639649817, 3.2605853467357684 42.236497393550636, 3.2656038107576335 42.19153178120558, 3.205461908825647 42.1874842766483, 3.200399263983402 42.23244639649817))",203.0,30.0,252.33868648130394
225,213.0,38359,T,51.0,428.9757670182167,"POLYGON ((3.200399263983402 42.23244639649817, 3.2605853467357684 42.236497393550636, 3.2656038107576335 42.19153178120558, 3.205461908825647 42.1874842766483, 3.200399263983402 42.23244639649817))",204.0,54.0,454.2096356663471
226,214.0,38360,C,39.0,328.04029242569516,"POLYGON ((3.205461908825647 42.1874842766483, 3.2656038107576335 42.19153178120558, 3.2706122232021846 42.146563953074626, 3.2105144150767897 42.14251993378093, 3.205461908825647 42.1874842766483))",205.0,44.0,370.09674017257913
227,215.0,38360,F,50.0,420.5644774688399,"POLYGON ((3.205461908825647 42.1874842766483, 3.2656038107576335 42.19153178120558, 3.2706122232021846 42.146563953074626, 3.2105144150767897 42.14251993378093, 3.205461908825647 42.1874842766483))",206.0,31.0,260.7499760306807
228,216.0,38360,T,37.0,311.2177133269415,"POLYGON ((3.205461908825647 42.1874842766483, 3.2656038107576335 42.19153178120558, 3.2706122232021846 42.146563953074626, 3.2105144150767897 42.14251993378093, 3.205461908825647 42.1874842766483))",207.0,51.0,428.9757670182167
229,217.0,38361,C,33.0,277.57255512943436,"POLYGON ((3.2105144150767897 42.14251993378093, 3.2706122232021846 42.146563953074626, 3.2756106116788772 42.10159390315305, 3.2155568105789523 42.09755336191152, 3.2105144150767897 42.14251993378093))",208.0,40.0,336.4515819750719
230,218.0,38361,F,4.0,33.64515819750719,"POLYGON ((3.2105144150767897 42.14251993378093, 3.2706122232021846 42.146563953074626, 3.2756106116788772 42.10159390315305, 3.2155568105789523 42.09755336191152, 3.2105144150767897 42.14251993378093))",209.0,3.0,25.233868648130397
231,219.0,38361,T,16.0,134.58063279002877,"POLYGON ((3.2105144150767897 42.14251993378093, 3.2706122232021846 42.146563953074626, 3.2756106116788772 42.10159390315305, 3.2155568105789523 42.09755336191152, 3.2105144150767897 42.14251993378093))",210.0,10.0,84.11289549376798
232,220.0,38362,C,41.0,344.86287152444874,"POLYGON ((3.2155568105789523 42.09755336191152, 3.2756106116788772 42.10159390315305, 3.2805990036921395 42.0566216254303, 3.22058912306838 42.05258455504952, 3.2155568105789523 42.09755336191152))",211.0,42.0,353.27416107382555
